geneId	transcriptId	nbExons	nbUmis
Ppil2	ENSMUST00000231245.1	9	1
Srsf11	ENSMUST00000197292.1	2	166
Ccdc74a	ENSMUST00000182822.7	4	1
Ndfip2	undef	0	231
RP23-293B11.4	undef	0	4
RP23-428I9.3	undef	0	7
Akr1a1	undef	0	407
Tcf4	ENSMUST00000202435.3	19	3
RP24-236J11.1	ENSMUST00000226969.1	2	1
March8	undef	0	235
Aldh16a1	undef	0	27
Lrch3	undef	0	242
Alkbh3	undef	0	33
Slc35c1	ENSMUST00000067631.6	2	10
RP23-56M18.5	undef	0	1
RP23-207H18.2	undef	0	1
Gpatch1	ENSMUST00000206758.1	2	1
AC157584.1	undef	0	1
Tulp3	undef	0	70
Zfp664	ENSMUST00000141533.7	4	17
Bcas2	undef	0	193
Tcf4	undef	0	8967
RP23-421P13.2	ENSMUST00000232626.1	1	1
Crym	ENSMUST00000134067.1	3	9
Cherp	undef	0	148
Amotl2	undef	0	194
Eif5a	ENSMUST00000108608.7	6	3
Ypel3	ENSMUST00000150760.1	3	5
Itpk1	undef	0	403
Tmem11	ENSMUST00000168218.7	3	9
Perm1	undef	0	2
Wbp1l	ENSMUST00000175937.1	3	1
RP23-242O9.1	ENSMUST00000055372.13	13	2
Gnpnat1	ENSMUST00000227468.1	5	6
Mprip	undef	0	575
Bcl7c	ENSMUST00000205977.1	6	7
Hdac7	undef	0	105
Col9a3	ENSMUST00000165879.7	7	1
Zfr2	ENSMUST00000128182.7	4	1
Acin1	ENSMUST00000022793.14	19	2
RP24-147J7.2	ENSMUST00000218326.1	1	9
Arrdc4	undef	0	43
Strn4	ENSMUST00000134350.2	3	1
Gpcpd1	ENSMUST00000148833.7	18	2
Spata7	ENSMUST00000152482.1	3	3
Tspyl2	ENSMUST00000044509.6	7	12
Rpl4	undef	0	1496
Glrx5	ENSMUST00000021522.4	2	949
Tprkb	undef	0	117
Tmem39a	ENSMUST00000002924.14	9	9
RP23-108D12.7	undef	0	1
RP23-474B11.1	ENSMUST00000221204.1	1	1
Sbno1	undef	0	279
RP23-314A12.2	ENSMUST00000200034.1	2	1
Creb1	undef	0	276
Psd	undef	0	169
Hnrnpf	ENSMUST00000179224.7	5	1
Bag3	undef	0	14
Hs6st1	undef	0	52
RP23-476N23.1	undef	0	1
Mov10	undef	0	6
Arfgap1	ENSMUST00000134519.1	3	2
Aph1a	ENSMUST00000197081.1	2	1
Galnt9	ENSMUST00000040001.13	11	22
RP23-330D3.6	ENSMUST00000109060.7	4	1
Csrnp3	ENSMUST00000112394.1	4	1
Ppp1r14c	ENSMUST00000217573.1	2	6
Lhx1	ENSMUST00000018842.13	5	6
Rprd1b	ENSMUST00000109518.7	8	1
Oard1	undef	0	148
Osbpl1a	ENSMUST00000121808.7	14	9
Sqstm1	undef	0	76
Ttc3	ENSMUST00000130960.7	4	11
Apba3	undef	0	3
Enox1	undef	0	413
Mmadhc	ENSMUST00000147345.7	9	1
RP23-267D10.1	ENSMUST00000120925.1	1	3
Zhx2	ENSMUST00000096430.10	4	2
RP23-245B21.4	undef	0	80
Map2	ENSMUST00000141148.1	4	1
Tmem258	undef	0	223
Dscr3	undef	0	48
Slc27a1	undef	0	159
Scarf1	undef	0	1
Hip1r	undef	0	97
Rbfox2	ENSMUST00000227314.1	13	5
Rbfox1	ENSMUST00000231088.1	11	1
Spata7	ENSMUST00000101146.3	11	2
Ube2v2	ENSMUST00000096234.3	5	3
A230072I06Rik	ENSMUST00000098935.1	1	4
Sh3bp4	undef	0	48
Xpc	undef	0	79
Pias4	ENSMUST00000129549.1	2	73
Zfyve19	undef	0	125
Zbtb37	ENSMUST00000162226.8	5	2
RP24-90K19.3	ENSMUST00000227393.1	1	31
RP23-300H21.3	ENSMUST00000180987.1	3	1
Dnajb4	ENSMUST00000050073.12	3	13
Lix1	undef	0	187
Spopl	ENSMUST00000132484.6	11	8
Smc4	undef	0	995
Pcyt1b	undef	0	153
Papd5	ENSMUST00000118952.7	13	1
Ramp1	ENSMUST00000097648.5	3	40
Taz	ENSMUST00000156788.1	3	1
Dnajc28	undef	0	26
Rbm6	ENSMUST00000195883.5	8	1
Mfap1b	ENSMUST00000056732.3	7	233
Cbfa2t2	ENSMUST00000135647.1	2	3
Cdk13	ENSMUST00000222848.1	3	14
Mid1ip1	ENSMUST00000115524.7	2	29
Pnlip	undef	0	6
Chtop	ENSMUST00000107346.7	5	256
Armcx3	ENSMUST00000086884.4	5	1
Slc29a1	ENSMUST00000064889.12	13	3
Tlr13	undef	0	1
Edil3	ENSMUST00000153974.7	6	30
RP23-81P21.1	ENSMUST00000067450.2	3	2
Mau2	ENSMUST00000050561.12	19	65
Tor2a	ENSMUST00000149720.2	4	12
Tra2b	ENSMUST00000161286.7	9	443
Ehmt1	ENSMUST00000150379.1	5	4
Ly6h	undef	0	899
Unc45a	undef	0	168
Naga	undef	0	38
Slc35e2	ENSMUST00000105608.8	9	1
Pclaf	ENSMUST00000045802.6	4	941
Tdrd9	undef	0	5
Gpr4	undef	0	4
Gm28008	ENSMUST00000184021.1	1	1
Mars	ENSMUST00000139683.1	4	7
RP24-241J19.2	undef	0	6
Crbn	ENSMUST00000013882.9	11	17
RP23-165D1.1	undef	0	4
Sesn2	undef	0	3
Hnrnpll	ENSMUST00000184635.7	13	119
Uck1	undef	0	36
Cant1	undef	0	82
Scrt1	ENSMUST00000096365.4	2	6
Ndufb3	undef	0	149
Tmem267	undef	0	101
AC115896.3	undef	0	15
RP24-324P21.9	ENSMUST00000071792.6	5	41
WI1-1024F3.1	ENSMUST00000196415.1	1	9
Slfn9	ENSMUST00000138797.1	5	3
Hivep1	undef	0	116
Gria2	ENSMUST00000193645.5	10	37
Cnih3	ENSMUST00000209607.1	6	1
Surf1	ENSMUST00000147110.7	7	1
Cnep1r1	ENSMUST00000095214.9	6	104
Neu1	undef	0	54
RP23-370B22.8	ENSMUST00000225752.1	1	1
Cd200	ENSMUST00000167552.1	2	6
Smarca4	ENSMUST00000098948.9	34	1
Setd6	undef	0	92
Med24	ENSMUST00000100500.8	27	7
Hcn2	undef	0	31
Stx6	ENSMUST00000191769.1	3	8
Itsn1	ENSMUST00000138117.1	4	4
Snhg8	undef	0	6
Ncs1	undef	0	183
Ric8b	ENSMUST00000038523.14	10	2
Mum1	ENSMUST00000139431.1	3	1
Gpx4	ENSMUST00000105372.7	7	2401
Nsun4	undef	0	15
Mul1	ENSMUST00000105813.7	5	8
Csnk1e	ENSMUST00000117786.7	11	26
Kctd20	ENSMUST00000117672.7	7	1
RP23-42H18.1	undef	0	4
RP23-6P18.8	undef	0	58
Usp28	ENSMUST00000216607.1	2	33
Alms1	undef	0	106
Atrx	ENSMUST00000134381.7	7	26
Tdrp	ENSMUST00000145695.1	4	1
Rab3b	ENSMUST00000003502.3	4	3
Sema6b	ENSMUST00000001256.10	17	5
RP23-415M7.2	ENSMUST00000194763.1	1	2
Ngef	ENSMUST00000027477.14	13	9
Pde4a	ENSMUST00000003395.9	10	9
Star	ENSMUST00000033979.5	7	1
RP23-226M12.1	undef	0	85
Ank	undef	0	74
Pcif1	ENSMUST00000130213.1	2	1
Rps10	ENSMUST00000155071.8	5	3
AC125166.1	undef	0	1
Bzw2	ENSMUST00000222842.1	4	15
Cir1	undef	0	464
Fhl1	ENSMUST00000114769.8	8	3
Cttnbp2	ENSMUST00000148602.7	23	1
Ap2s1	ENSMUST00000205607.1	4	2
Mob4	undef	0	459
Pkig	ENSMUST00000164399.7	3	51
Elp5	ENSMUST00000108594.7	9	2
Ero1lb	ENSMUST00000071973.7	16	1
RP23-403O15.4	ENSMUST00000180654.1	1	255
Zfp94	ENSMUST00000137781.7	4	4
RP23-344H4.1	ENSMUST00000220896.1	2	9
Cct2	ENSMUST00000218059.1	4	2
Zfp54	ENSMUST00000007884.14	4	1
RP24-530O2.2	undef	0	1
Rsl24d1	undef	0	26
Ctgf	undef	0	6
Trim13	undef	0	106
RP23-392I13.6	ENSMUST00000121929.1	1	6
Fkbp5	undef	0	78
Ppp4r3b	ENSMUST00000102856.8	12	2
Lrrc42	ENSMUST00000030360.10	8	186
Atp5b	ENSMUST00000026459.5	10	5487
Emilin1	undef	0	12
Gm26700	undef	0	4
Thoc7	ENSMUST00000224392.1	2	1
Frmd4b	ENSMUST00000126899.1	2	1
Nfatc4	undef	0	55
Zfp945	ENSMUST00000150092.1	5	20
RP23-86F17.1	undef	0	1
Gm16907	undef	0	1
Patz1	undef	0	114
Ipmk	undef	0	60
Fbxo11	undef	0	220
Fbxw9	ENSMUST00000145479.7	4	1
Ugcg	ENSMUST00000155153.1	2	2
RP23-459L15.7	ENSMUST00000195672.1	1	1
Abhd4	ENSMUST00000180359.7	7	17
Tmsb10	ENSMUST00000114050.7	3	46839
RP24-372P19.2	undef	0	48
Cdk8	undef	0	305
Nyap2	ENSMUST00000137862.7	7	1
Sigmar1	ENSMUST00000142840.1	2	1
Cnpy4	ENSMUST00000110934.8	6	38
Zfp770	ENSMUST00000050668.3	2	66
Lpxn	undef	0	4
Nt5dc2	ENSMUST00000090212.4	13	10
RP23-89C10.1	ENSMUST00000178876.7	3	25
Tnrc6c	ENSMUST00000141287.1	2	2
Ankrd29	ENSMUST00000118525.7	10	2
Il6ra	ENSMUST00000197679.4	10	1
Ncoa4	ENSMUST00000163336.7	10	91
Pinx1	undef	0	82
Ints5	undef	0	73
Cks2	ENSMUST00000075853.5	3	710
AC161207.2	ENSMUST00000178557.1	1	6
Dnajb1	ENSMUST00000212300.1	3	1
Pnkp	ENSMUST00000098478.6	15	6
Tcf3	ENSMUST00000020379.12	19	34
Zfp574	ENSMUST00000053410.10	2	16
Hint2	undef	0	32
RP24-512M2.1	undef	0	16
Gpr173	undef	0	110
Mrps17	ENSMUST00000121813.7	3	35
Cdh11	ENSMUST00000075190.4	13	8
Gm24106	ENSMUST00000175498.1	1	1
Csnk1a1	undef	0	1547
Sorl1	ENSMUST00000134560.1	2	1
Cnot3	undef	0	136
Galnt14	ENSMUST00000024858.11	15	6
Ap5z1	undef	0	57
RP24-333I1.5	ENSMUST00000201648.1	1	6
Zfyve28	undef	0	15
Dhx57	undef	0	189
Rgs3	ENSMUST00000107424.1	11	2
Dhrs4	ENSMUST00000022821.7	8	209
RP23-449M8.5	undef	0	2
Mphosph8	ENSMUST00000138174.7	4	7
Mt2	ENSMUST00000034214.7	3	231
RP24-162K15.3	ENSMUST00000121384.2	1	15
AC157774.6	ENSMUST00000133683.7	4	44
Sgcb	undef	0	44
RP23-161F5.4	undef	0	9
Cyp20a1	ENSMUST00000148443.2	12	33
Mfsd6	ENSMUST00000087701.3	6	9
Pigo	ENSMUST00000098109.8	10	3
RP23-152O2.1	undef	0	2
Ccdc39	undef	0	26
Tmem41b	ENSMUST00000151587.1	3	7
Asap1	ENSMUST00000176516.1	3	1
Tarbp2	ENSMUST00000154451.1	2	1
Rars2	ENSMUST00000029968.13	20	53
RP24-66I20.1	undef	0	2
Lmo1	undef	0	73
Rnf13	undef	0	314
Ltbp2	undef	0	1
Actr3	ENSMUST00000186008.6	4	15
Ift22	ENSMUST00000008131.9	5	2
Paxbp1	ENSMUST00000023698.11	18	2
Selt	ENSMUST00000125815.1	4	1
RP23-252I24.2	ENSMUST00000181181.1	1	3
Sec11a	ENSMUST00000153053.1	2	3
Map3k20	ENSMUST00000150126.7	10	5
Snhg12	ENSMUST00000128000.8	5	8
Fbxw9	ENSMUST00000095220.3	10	137
Nt5c3b	ENSMUST00000092688.11	9	241
Arid3b	ENSMUST00000098686.3	8	2
Ankrd6	ENSMUST00000084750.7	16	7
RP24-251F16.4	ENSMUST00000185384.6	4	641
Poli	ENSMUST00000043286.14	10	1
Prkx	ENSMUST00000036333.13	9	80
Metap2	undef	0	506
Il17ra	undef	0	51
Basp1	ENSMUST00000228597.1	3	1
RP23-94B13.2	undef	0	5
Rpa3	undef	0	14
Rprd1b	ENSMUST00000109519.8	4	4
Gls	ENSMUST00000114510.7	15	5
AC102096.1	ENSMUST00000139151.7	5	2
Rbmx	undef	0	753
Tcp1	ENSMUST00000134665.1	2	1
Aasdhppt	ENSMUST00000212897.1	5	2
Batf2	undef	0	11
Tgfb2	undef	0	91
RP23-35P3.1	ENSMUST00000137221.1	2	2
RP23-383F20.7	ENSMUST00000224181.1	1	6
Hspb6	ENSMUST00000123355.7	3	16
Zfp326	ENSMUST00000138615.7	10	13
Lhx1os	undef	0	10
Tcea2	ENSMUST00000129686.7	6	1
RP23-285C21.4	undef	0	2
RP23-280N9.3	undef	0	1
Narf	ENSMUST00000151088.1	2	4
RP23-322E23.7	ENSMUST00000210843.1	1	5
Ano2	undef	0	3
Erich2os	ENSMUST00000150702.1	2	4
Tmem91	ENSMUST00000108405.1	4	2
Dok2	undef	0	8
RP23-27I6.4	undef	0	4
Spc25	ENSMUST00000149401.1	4	1
Wdr66	ENSMUST00000125979.1	4	1
Zfp853	undef	0	1
Plekha3	ENSMUST00000111920.1	8	27
Stk11	undef	0	306
Nostrin	undef	0	1
Cpsf6	ENSMUST00000176670.7	11	25
Rttn	undef	0	42
Ngb	ENSMUST00000021420.13	4	1
Fam168b	undef	0	613
Arhgef40	ENSMUST00000183213.1	3	1
Aspscr1	ENSMUST00000106158.8	15	15
Apex1	ENSMUST00000136753.7	5	144
Zfp579	ENSMUST00000160225.1	2	130
Nid2	ENSMUST00000022340.4	21	1
RP23-398K14.7	ENSMUST00000098952.3	1	6
Zhx2	undef	0	41
RP23-228F6.9	ENSMUST00000201728.1	1	13
RP23-3L20.5	undef	0	1
RP24-327I4.5	ENSMUST00000204303.1	1	3
Pcnxl2	undef	0	45
Tlr3	ENSMUST00000034056.11	7	1
Dapp1	undef	0	7
Fam181a	ENSMUST00000189885.1	2	5
Gm25945	ENSMUST00000122484.1	1	1
RP24-106E17.1	undef	0	1
Gareml	ENSMUST00000058045.4	6	22
RP24-77I21.3	ENSMUST00000042734.2	2	39
Sirt4	undef	0	42
C2cd2	ENSMUST00000170757.2	14	5
RP23-96N11.5	undef	0	99
Jph3	undef	0	59
Znrf4	ENSMUST00000052211.2	1	1
Slbp	ENSMUST00000143029.2	2	4
Nup50	undef	0	112
RP24-323I23.1	ENSMUST00000195308.1	1	1
Haghl	ENSMUST00000137587.7	8	2
RP23-395E10.9	undef	0	2
Cenpb	ENSMUST00000089510.4	1	192
Mir672	ENSMUST00000102331.1	1	1
Fubp3	ENSMUST00000113482.7	19	11
2700062C07Rik	ENSMUST00000097646.3	5	94
Fam47e	undef	0	1
Tsta3	ENSMUST00000229641.1	11	152
RP23-446P16.2	ENSMUST00000042468.8	4	149
Ctxn3	undef	0	2
Spast	ENSMUST00000224711.1	17	19
RP24-320I19.2	undef	0	2
Rfc3	ENSMUST00000038131.9	9	377
Creb1	ENSMUST00000171164.7	7	8
Btf3l4	ENSMUST00000102742.10	6	803
Dda1	ENSMUST00000138892.1	2	24
Rpl12	ENSMUST00000102811.9	7	118
RP24-267I24.2	undef	0	30
Brd4	undef	0	555
Tmed8	undef	0	18
Gjd3	ENSMUST00000062931.1	1	2
Cct5	undef	0	467
Zfp809	ENSMUST00000072465.8	6	2
Capn7	undef	0	175
Relb	undef	0	24
Ilvbl	ENSMUST00000218885.1	15	23
Tcf4	ENSMUST00000201045.4	6	2
Smc3	ENSMUST00000171083.1	2	8
RP24-230J5.2	ENSMUST00000099331.3	2	2
Cr1l	ENSMUST00000191775.1	6	7
Dab1	ENSMUST00000143644.7	6	7
Gm996	undef	0	7
Cox6b2	ENSMUST00000063324.13	4	13
Jmjd1c	undef	0	446
RP23-147O14.5	ENSMUST00000172364.1	1	1
Xrcc5	ENSMUST00000027379.8	21	56
Lrrc4b	ENSMUST00000058667.14	3	16
Usp19	ENSMUST00000193678.5	27	1
RP23-419P16.7	undef	0	49
Golga1	ENSMUST00000136261.1	9	4
Mir667	ENSMUST00000102441.1	1	1
Josd2	ENSMUST00000134398.2	3	1
RP23-62O13.7	ENSMUST00000118131.1	1	2
Rtn4r	ENSMUST00000059589.5	2	41
Gm9945	ENSMUST00000067523.1	1	15
Gabrg2	ENSMUST00000070735.9	10	1
Kcna6	ENSMUST00000040751.5	2	6
Orai1	ENSMUST00000152213.2	2	1
Tbc1d31	ENSMUST00000022992.12	21	2
Lmx1a	ENSMUST00000111377.7	9	1
RP23-214M22.8	ENSMUST00000203602.1	1	2
Strn4	ENSMUST00000123510.2	2	2
RP23-127O5.4	ENSMUST00000119355.1	1	1
Fdft1	ENSMUST00000054963.9	8	451
Dtx1	undef	0	269
Btbd17	ENSMUST00000137965.1	3	32
Snrpa	ENSMUST00000163311.8	6	272
Tigd2	ENSMUST00000062626.3	2	125
Nme6	ENSMUST00000198201.4	6	16
Slc35b2	ENSMUST00000224559.1	3	5
Letmd1	ENSMUST00000229648.1	9	41
Fam134c	ENSMUST00000107295.9	8	9
Zfp266	ENSMUST00000068296.7	9	9
Trp53inp1	ENSMUST00000029865.3	4	19
Pum2	undef	0	448
Exoc1	ENSMUST00000137018.7	4	19
Chml	undef	0	12
Cndp2	undef	0	42
Cspp1	ENSMUST00000123261.1	3	1
Gpm6a	ENSMUST00000033915.8	7	885
Mmp23	undef	0	3
Mbd3	ENSMUST00000105347.1	6	18
Myl4	undef	0	14
Rpp25	ENSMUST00000080514.8	1	171
B2m	undef	0	69
RP23-441I24.5	undef	0	4
Fars2	ENSMUST00000099582.3	6	6
Rpl35	ENSMUST00000080861.5	4	15409
Ahi1	undef	0	990
Gtpbp3	ENSMUST00000007754.12	9	19
Gm24130	ENSMUST00000158536.1	1	1
Stk32c	ENSMUST00000016125.11	12	49
Mrpl13	ENSMUST00000170135.1	2	8
Sdc2	undef	0	17
n-R5s98	ENSMUST00000122549.1	1	1
Fam228b	ENSMUST00000218575.1	6	1
CAAA01187608.2	ENSMUST00000192860.1	2	1
CH36-200G6.4	ENSMUST00000225726.1	13	5
Miip	ENSMUST00000156374.8	9	3
Fyttd1	ENSMUST00000145146.7	4	3
Hbs1l	ENSMUST00000219915.1	18	160
Fam76a	ENSMUST00000030696.10	9	113
RP24-226L18.5	ENSMUST00000228355.1	1	11
Hoxd3os1	undef	0	1
RP24-82B9.1	ENSMUST00000202166.1	1	5
Hif1an	undef	0	85
Mettl18	ENSMUST00000045694.13	2	13
Chac2	undef	0	4
Ccdc106	undef	0	139
Gdi2	ENSMUST00000221575.1	3	1
Mdm2	ENSMUST00000020408.15	12	33
Rin2	undef	0	41
Rilp	undef	0	1
Elf2	ENSMUST00000108051.7	7	13
Hps4	undef	0	150
Ubl5	ENSMUST00000129414.8	5	2376
Skiv2l2	ENSMUST00000022281.4	27	31
Dcaf13	ENSMUST00000226224.1	4	4
Msmo1	undef	0	244
Sgk3	ENSMUST00000166384.7	17	4
Ndufa5	ENSMUST00000141274.1	5	3
Clvs2	ENSMUST00000019920.12	6	7
Dnajc19	ENSMUST00000011029.11	6	63
Zbtb20	undef	0	4726
Rgl2	undef	0	117
Plekhh1	undef	0	23
Hmgn2	ENSMUST00000123234.7	6	3
Atf7ip	ENSMUST00000186742.1	2	2
Map3k12	ENSMUST00000167677.1	3	5
Rimkla	undef	0	32
Alpl	undef	0	8
Mpv17l	ENSMUST00000128757.7	4	6
Carkd	undef	0	426
Vps4a	undef	0	297
Gpr108	undef	0	72
Msantd3	ENSMUST00000107704.1	3	58
Pgk1	undef	0	150
Srr	ENSMUST00000147817.7	5	1
D230017M19Rik	ENSMUST00000180722.1	4	3
Strbp	undef	0	625
Rpp25l	ENSMUST00000038434.3	2	480
Zdbf2	ENSMUST00000114132.7	7	1
AC132837.2	undef	0	2
RP24-511H12.3	undef	0	13
RP23-123P10.5	undef	0	4
RP23-239G23.4	ENSMUST00000220079.1	1	2
RP23-99E24.1	undef	0	3
RP24-365N15.4	ENSMUST00000214879.1	1	2
Mrps21	ENSMUST00000072587.4	2	464
Slc23a2	ENSMUST00000127724.7	7	3
Timm9	ENSMUST00000021486.9	4	92
Hm629797	ENSMUST00000183645.1	1	1
Gatb	ENSMUST00000107674.1	12	1
Rsph3b	ENSMUST00000024572.9	8	8
Apba2	ENSMUST00000032732.14	15	87
Rccd1	ENSMUST00000123189.1	2	1
Opa1	undef	0	187
Kank1	undef	0	10
Crk	ENSMUST00000093115.3	3	2
Ndufs5	ENSMUST00000030401.13	3	2126
Cav1	ENSMUST00000007799.12	3	7
Mfge8	undef	0	123
Usp48	undef	0	241
RP23-116G17.4	ENSMUST00000088299.5	1	463
Zfp207	ENSMUST00000165565.7	11	6
Ifrd2	ENSMUST00000010192.10	12	19
Fam126a	ENSMUST00000030849.12	11	15
Polr3gl	ENSMUST00000145001.1	7	7
Tyw5	ENSMUST00000097732.10	7	4
Plekha8	ENSMUST00000119706.7	14	10
RP23-54E4.4	ENSMUST00000116054.2	1	3
Snhg20	undef	0	5
Mrpl13	undef	0	119
Mtus1	ENSMUST00000051379.13	10	1
Cpa5	undef	0	1
Zzz3	ENSMUST00000106100.8	14	5
P3h1	ENSMUST00000127087.1	3	1
Mrps23	ENSMUST00000024486.13	5	432
Tpt1	ENSMUST00000154533.7	4	19
Rcbtb2	ENSMUST00000163650.7	4	2
Rpf2	ENSMUST00000181995.7	8	2
Letmd1	ENSMUST00000229372.1	2	1
Mir6371	ENSMUST00000184470.1	1	1
Cep70	ENSMUST00000093795.9	18	26
Rlim	ENSMUST00000135101.1	2	24
RP23-121M13.4	ENSMUST00000198221.1	1	6
Aco2	ENSMUST00000157003.7	3	1
Mycbp	ENSMUST00000147340.1	3	5
Srr	ENSMUST00000108447.7	8	2
Eef2k	undef	0	122
Hsbp1	ENSMUST00000034300.7	4	2846
RP23-239I17.5	ENSMUST00000192654.1	1	310
Fuz	ENSMUST00000207480.1	8	1
Phospho2	ENSMUST00000180290.1	2	1
Nedd4	ENSMUST00000184450.7	10	37
Mgll	ENSMUST00000113585.8	8	11
Vsir	undef	0	2
Bmp8b	undef	0	3
RP23-64O4.1	undef	0	1
Dusp8	undef	0	248
RP23-168E14.10	ENSMUST00000195161.1	1	2
Prpf31	ENSMUST00000143231.1	3	142
Nr6a1os	ENSMUST00000151229.1	3	1
Ei24	ENSMUST00000163192.9	11	16
Srl	undef	0	59
Hey1	ENSMUST00000192102.1	3	2
Ufsp2	undef	0	114
Ndufa11	undef	0	260
Zcrb1	ENSMUST00000162160.7	8	51
RP24-272N10.5	undef	0	1
M6pr	ENSMUST00000007602.14	7	72
Ptn	undef	0	808
RP23-156C20.1	undef	0	1
RP23-239I17.1	undef	0	22
Ntan1	ENSMUST00000023362.14	10	93
Prpf18	ENSMUST00000035721.13	10	25
RP23-192P17.5	undef	0	20
Slc12a7	ENSMUST00000221813.1	2	2
RP23-21D6.2	ENSMUST00000202694.1	1	1
Rhog	undef	0	11
Perp	ENSMUST00000019998.8	3	5
RP23-440I12.2	ENSMUST00000121451.1	1	4
Trim59	undef	0	250
Psen1	undef	0	157
Crnde	ENSMUST00000179029.1	2	1
RP24-186F6.5	undef	0	3
RP23-127B8.5	ENSMUST00000212219.1	7	9
Rpl36a	ENSMUST00000152266.1	2	3
Srr	ENSMUST00000108448.7	9	34
RP24-179P9.2	ENSMUST00000203397.1	1	9
Mdm1	ENSMUST00000020437.12	14	4
Serpinh1	undef	0	101
P2ry6	undef	0	4
Mfap5	undef	0	4
Chordc1	ENSMUST00000216526.1	2	44
Casp3	ENSMUST00000093517.6	7	121
Cnst	ENSMUST00000153962.1	4	4
Zrsr2	ENSMUST00000112289.8	11	1
Stx8	undef	0	113
Itfg1	ENSMUST00000034140.8	18	187
Cnpy1	ENSMUST00000118882.1	3	1
RP23-219P13.3	undef	0	2
Ptov1	ENSMUST00000207416.1	7	44
Pecr	undef	0	18
Papola	ENSMUST00000169938.7	21	1
Scpep1	ENSMUST00000000287.8	13	43
Ccdc88b	undef	0	2
Zp3	undef	0	1
Psmg2	ENSMUST00000025418.3	7	275
Cdk6	ENSMUST00000042410.4	7	2
Pde6d	ENSMUST00000146220.1	4	1
Zbed5	undef	0	37
Patl1	undef	0	93
Arhgef40	ENSMUST00000182504.1	2	2
Kif5b	undef	0	1428
RP23-344D2.9	ENSMUST00000144309.1	5	3
Akt3	ENSMUST00000111160.8	13	2
Ube2g1	ENSMUST00000021148.12	6	405
Ispd	ENSMUST00000220519.1	5	10
RP23-172P6.1	ENSMUST00000195224.1	1	30
Pxk	undef	0	162
Mpped1	undef	0	653
Tctex1d1	undef	0	5
A330069E16Rik	undef	0	77
Gm26794	undef	0	5
Kcnk2	ENSMUST00000192723.1	7	1
Usp33	ENSMUST00000142969.1	3	5
RP24-501J23.3	undef	0	14
RP23-148D9.1	ENSMUST00000193417.1	1	1
Zbtb25	ENSMUST00000167011.7	3	4
Yars	ENSMUST00000128287.1	3	110
Slc16a1	ENSMUST00000046212.1	5	19
Sppl2b	ENSMUST00000035597.9	15	32
Blvra	undef	0	82
RP23-436E24.1	ENSMUST00000222952.1	1	1
Lyz2	undef	0	2
RP24-385J11.1	ENSMUST00000203211.1	1	28
Pla2g12a	undef	0	35
RP23-359M3.5	ENSMUST00000203844.1	1	3
Rhot1	undef	0	297
Mrpl14	ENSMUST00000148537.1	2	99
Prdx2	ENSMUST00000125893.7	4	2
Casp4	undef	0	2
Acss2	ENSMUST00000029135.14	18	32
Dlgap5	ENSMUST00000043296.9	19	13
RP23-218E7.2	ENSMUST00000181874.1	4	1
Robo2	ENSMUST00000149114.1	2	11
RP23-300J20.7	ENSMUST00000221551.1	1	9
Mir7240	ENSMUST00000184074.1	1	1
Lmo4	ENSMUST00000134961.1	2	40
AC161108.3	ENSMUST00000193791.5	8	5
Atl2	ENSMUST00000068282.6	13	7
Snx6	ENSMUST00000005798.8	14	267
Sgpl1	ENSMUST00000143225.1	3	2
Fbxw7	ENSMUST00000212597.1	3	15
Gpn3	ENSMUST00000031420.10	8	37
Gm25023	ENSMUST00000082977.1	1	1
Tceal9	ENSMUST00000048687.10	3	2514
RP23-171J18.1	undef	0	176
Tars	ENSMUST00000022849.6	19	71
Dach2	ENSMUST00000067219.4	13	1
Cbx3-ps3	undef	0	2
Rps12	ENSMUST00000218221.1	5	1
AC144905.1	undef	0	17
Ddx49	ENSMUST00000008004.9	13	194
Ckap5	ENSMUST00000099716.10	43	2
AC102874.1	ENSMUST00000117121.1	1	2
Kdm8	ENSMUST00000033010.8	8	7
Rap1gap	undef	0	95
RP23-130D15.4	ENSMUST00000205209.1	1	1
Zfp523	ENSMUST00000073534.8	14	27
Ilf3	ENSMUST00000214852.1	5	1
Zmym5	ENSMUST00000039812.15	8	1
RP23-349H12.7	undef	0	46
Spata33	ENSMUST00000060133.7	3	1
RP24-147G10.1	undef	0	1
Smarcal1	ENSMUST00000047615.14	17	23
Ccdc92	ENSMUST00000036206.13	4	79
Zfp383	ENSMUST00000187028.6	4	19
Agpat4	undef	0	305
Mtch2	ENSMUST00000057216.14	13	1
Tnfrsf22	ENSMUST00000146692.7	7	1
RP24-439I22.7	ENSMUST00000207667.1	1	9
S100pbp	undef	0	60
RP23-137C6.6	ENSMUST00000225230.1	1	5
Alkbh8	ENSMUST00000053407.12	12	52
Atraid	undef	0	141
Kifc5b	ENSMUST00000078961.4	11	2
Pwp1	ENSMUST00000219902.1	11	2
Slc7a6os	ENSMUST00000035925.6	5	76
Rcor3	ENSMUST00000194493.1	2	1
Cdadc1	ENSMUST00000225103.1	5	41
Trpc7	ENSMUST00000173513.8	9	1
Pcna-ps2	ENSMUST00000088040.4	1	2
Capza2	undef	0	317
Ubap1	ENSMUST00000108060.9	6	10
RP23-411B7.7	ENSMUST00000194137.1	1	1
Nfu1	ENSMUST00000140343.2	2	13
RP23-386E10.7	undef	0	38
Mrps6	undef	0	25
Zfp688	undef	0	93
Paqr3	ENSMUST00000132127.1	2	1
